Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
461,172,0.8090527950310559,0.041190997330271796,0.00377197265625,0.0004173503545832934,0.0027605533599853516,0.0004523319255852075,entropy,3,3,6,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
455,172,0.8090527950310559,0.041190997330271796,0.0037851333618164062,0.00019406540081259437,0.00260162353515625,0.000157980187672787,entropy,3,2,5,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
456,172,0.8090527950310559,0.041190997330271796,0.0037928104400634767,0.00014453888379920273,0.002567481994628906,0.00014179355647975366,entropy,3,2,6,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
91,172,0.8090527950310559,0.041190997330271796,0.0038176059722900392,0.00033302388376833813,0.00277094841003418,0.0004776776868893716,gini,3,4,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
465,172,0.8090527950310559,0.041190997330271796,0.0038480758666992188,0.0005560332041005243,0.002714252471923828,0.0005334484636838344,entropy,3,4,5,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
76,172,0.8090527950310559,0.041190997330271796,0.003906393051147461,0.000191577397575942,0.0027135372161865234,0.00037248608837589563,gini,3,1,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
80,172,0.8090527950310559,0.041190997330271796,0.003972291946411133,0.0004814379702746544,0.00335540771484375,0.0005522452363857947,gini,3,2,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
90,172,0.8090527950310559,0.041190997330271796,0.003996467590332032,0.0002778054511387217,0.002888202667236328,0.0003949502317049251,gini,3,4,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
464,172,0.8090527950310559,0.041190997330271796,0.003998184204101562,0.0006204628042864086,0.002567434310913086,0.00017112659227996543,entropy,3,3,9,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 9}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
81,172,0.8090527950310559,0.041190997330271796,0.004025316238403321,0.000322938070124725,0.002893400192260742,0.0006351593269854209,gini,3,2,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
462,172,0.8090527950310559,0.041190997330271796,0.004047822952270508,0.0009556629713573567,0.0026517391204833986,0.0005642309017004115,entropy,3,3,7,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
460,172,0.8090527950310559,0.041190997330271796,0.004065418243408203,0.000526650237695313,0.0025949478149414062,0.00031677914973686857,entropy,3,3,5,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
77,172,0.8090527950310559,0.041190997330271796,0.004224395751953125,0.0003206192418262085,0.0032136917114257814,0.00024282603502739824,gini,3,1,7,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 7}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
75,172,0.8090527950310559,0.041190997330271796,0.004225873947143554,0.00022353659102541148,0.0030251502990722655,0.00033411876577047037,gini,3,1,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
99,172,0.8090527950310559,0.041190997330271796,0.0042327880859375,0.0006960758951022495,0.003862142562866211,0.0005615757794384169,gini,3,5,9,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 9}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
452,172,0.8090527950310559,0.041190997330271796,0.004411649703979492,0.0009312152166667856,0.0027775287628173826,0.00046349129555725007,entropy,3,1,7,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 7}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
468,172,0.8090527950310559,0.041190997330271796,0.004457950592041016,0.0013589670614977917,0.002407741546630859,2.585337021124988e-05,entropy,3,4,8,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 8}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
82,172,0.8090527950310559,0.041190997330271796,0.004489612579345703,0.0002880919493612675,0.003940200805664063,0.0012340420603671296,gini,3,2,7,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 7}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
471,172,0.8090527950310559,0.041190997330271796,0.004518985748291016,0.0014970603345379162,0.0025757789611816407,0.00043887509201635995,entropy,3,5,6,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
450,172,0.8090527950310559,0.041190997330271796,0.004590272903442383,0.0009717507137412776,0.0037736892700195312,0.0010700617131134899,entropy,3,1,5,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
78,172,0.8090527950310559,0.041190997330271796,0.00462493896484375,0.0007271503005954408,0.003601694107055664,0.0005668375840514086,gini,3,1,8,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 8}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
463,172,0.8090527950310559,0.041190997330271796,0.0046424388885498045,0.001253548011780899,0.003685474395751953,0.0015812301444206671,entropy,3,3,8,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
94,172,0.8090527950310559,0.041190997330271796,0.004877471923828125,0.0018565873858397254,0.002720069885253906,0.0005174291680407437,gini,3,4,9,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 9}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
97,172,0.8090527950310559,0.041190997330271796,0.005032825469970703,0.0015247199485166798,0.0031368255615234373,0.0011378921916066452,gini,3,5,7,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 7}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
469,172,0.8090527950310559,0.041190997330271796,0.00516819953918457,0.001730368811843841,0.002936267852783203,0.000876446693615677,entropy,3,4,9,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 9}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
96,172,0.8090527950310559,0.041190997330271796,0.005815029144287109,0.0023380712475427274,0.005988311767578125,0.002015211172501426,gini,3,5,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
98,172,0.8090527950310559,0.041190997330271796,0.00583806037902832,0.0008503825645078867,0.002895212173461914,0.0005646677481013076,gini,3,5,8,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
83,172,0.8090527950310559,0.041190997330271796,0.006591129302978516,0.0038174534776609843,0.01443791389465332,0.010458258303562316,gini,3,2,8,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 8}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
467,172,0.8090527950310559,0.041190997330271796,0.006663703918457031,0.0035109613493059483,0.0039139270782470705,0.001419170849178879,entropy,3,4,7,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 7}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
95,172,0.8090527950310559,0.041190997330271796,0.006804704666137695,0.0015329695254519874,0.0035236835479736327,0.0010212438527431459,gini,3,5,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
89,172,0.8090527950310559,0.041190997330271796,0.007012367248535156,0.005416983381618458,0.003644084930419922,0.0008428168546055371,gini,3,3,9,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 9}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
86,172,0.8090527950310559,0.041190997330271796,0.008081340789794922,0.005694998449191571,0.0030966758728027343,0.0006155402684302111,gini,3,3,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
84,172,0.8090527950310559,0.041190997330271796,0.008628940582275391,0.0071657617685625475,0.006489944458007812,0.004979053406525243,gini,3,2,9,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 9}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
87,172,0.8090527950310559,0.041190997330271796,0.011064815521240234,0.004087933187477568,0.002953767776489258,0.0009701230831221618,gini,3,3,7,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
88,172,0.8090527950310559,0.041190997330271796,0.012398099899291993,0.007135564261347164,0.0055234432220458984,0.0033572425144736593,gini,3,3,8,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
85,172,0.8090527950310559,0.041190997330271796,0.013347768783569336,0.006481133054146529,0.006285619735717773,0.004743872341543611,gini,3,3,5,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7577639751552795,0.7875,0.88125,0.8,0.81875
635,222,0.8090295031055902,0.03122812879947836,0.004775619506835938,0.0014401437920313256,0.0023983478546142577,6.676615927414261e-05,entropy,10,3,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7763975155279503,0.7875,0.8625,0.825,0.79375
636,222,0.8090295031055902,0.03122812879947836,0.004883766174316406,0.0014954771041450607,0.002983379364013672,0.0012412249413265362,entropy,10,3,6,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7763975155279503,0.7875,0.8625,0.825,0.79375
211,224,0.8090295031055901,0.02574288306147561,0.004537534713745117,0.000965077230645582,0.004193544387817383,0.0010118054503060014,gini,8,3,6,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7763975155279503,0.79375,0.85,0.825,0.8
210,224,0.8090295031055901,0.02574288306147561,0.005819892883300782,0.0003505619940963638,0.0024286746978759766,0.00016125033754459087,gini,8,3,5,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7763975155279503,0.79375,0.85,0.825,0.8
262,226,0.8090217391304348,0.032514992179702676,0.006389045715332031,0.0029707555075962587,0.006248092651367188,0.00311732122629094,gini,10,3,7,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.782608695652174,0.7875,0.8625,0.83125,0.78125
613,227,0.8090139751552794,0.027641631417682992,0.004127883911132812,0.000868220438739398,0.0030509471893310548,0.0007778711747783326,entropy,9,3,8,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.7888198757763976,0.7875,0.85625,0.825,0.7875
612,227,0.8090139751552794,0.027641631417682992,0.005133533477783203,0.0012915961505096088,0.002425527572631836,0.0001857048174361169,entropy,9,3,7,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.7888198757763976,0.7875,0.85625,0.825,0.7875
254,227,0.8090139751552794,0.02335186903506957,0.009503984451293945,0.0086069567322491,0.007292461395263672,0.006104557144812486,gini,10,1,9,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 9}",0.7888198757763976,0.7875,0.8375,0.8375,0.79375
306,230,0.8090062111801244,0.03448842184373699,0.0037322998046875,9.054830032676346e-05,0.0025546073913574217,0.00011909836376581743,gini,12,2,6,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 2, 'min_samples_split': 6}",0.7950310559006211,0.775,0.85625,0.84375,0.775
706,230,0.8090062111801244,0.03448842184373699,0.0038492679595947266,0.00018731860590892854,0.002609586715698242,0.00021777908403139063,entropy,13,2,6,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 2, 'min_samples_split': 6}",0.7950310559006211,0.775,0.85625,0.84375,0.775
354,232,0.8089984472049689,0.02748225023479102,0.0036817550659179687,0.0001658512435245383,0.002472114562988281,5.491632340712432e-05,gini,14,1,9,"{'criterion': 'gini', 'max_depth': 14, 'min_samples_leaf': 1, 'min_samples_split': 9}",0.8012422360248447,0.78125,0.83125,0.85,0.78125
707,232,0.8089984472049689,0.03315153206064042,0.003894472122192383,0.00025861634187349916,0.0025818347930908203,0.0001540789913131276,entropy,13,2,7,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 2, 'min_samples_split': 7}",0.8012422360248447,0.78125,0.85625,0.8375,0.76875
258,234,0.8089906832298137,0.03366605556817407,0.005330038070678711,0.0017874981200960642,0.003155040740966797,0.0009477891340285169,gini,10,2,8,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 8}",0.8074534161490683,0.76875,0.85,0.84375,0.775
158,235,0.8077950310559006,0.03155424501180036,0.0044934749603271484,0.0004354175266021083,0.003494453430175781,0.0004517906484141651,gini,6,2,8,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 8}",0.7639751552795031,0.79375,0.85,0.8375,0.79375
156,235,0.8077950310559006,0.03155424501180036,0.005099678039550781,0.0008945329559373154,0.0031920909881591798,0.00026626147134040134,gini,6,2,6,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 6}",0.7639751552795031,0.79375,0.85,0.8375,0.79375
157,235,0.8077950310559006,0.03155424501180036,0.007110071182250976,0.0036899995206098966,0.00437016487121582,0.00281191650639893,gini,6,2,7,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 7}",0.7639751552795031,0.79375,0.85,0.8375,0.79375
155,235,0.8077950310559006,0.03155424501180036,0.00805525779724121,0.004006682009054651,0.005350828170776367,0.0037806929248562124,gini,6,2,5,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7639751552795031,0.79375,0.85,0.8375,0.79375
590,239,0.8077795031055901,0.02313589821210286,0.003855991363525391,0.00016757589681611634,0.0026035308837890625,0.0001598215608909425,entropy,8,4,5,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7763975155279503,0.79375,0.8375,0.83125,0.8
591,239,0.8077795031055901,0.02313589821210286,0.003917169570922851,0.00023000073133272,0.002569723129272461,0.00019835201555768597,entropy,8,4,6,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 6}",0.7763975155279503,0.79375,0.8375,0.83125,0.8
592,239,0.8077795031055901,0.02313589821210286,0.0039500236511230465,0.0002662831607576189,0.0024973392486572266,0.00020520938484165286,entropy,8,4,7,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 7}",0.7763975155279503,0.79375,0.8375,0.83125,0.8
593,239,0.8077795031055901,0.02313589821210286,0.00406956672668457,0.0007397338067061566,0.0026311874389648438,0.0001766788811465803,entropy,8,4,8,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 8}",0.7763975155279503,0.79375,0.8375,0.83125,0.8
260,239,0.8077795031055901,0.03360088966204296,0.006240034103393554,0.003875190710968335,0.0033426284790039062,0.0008794361628430354,gini,10,3,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7763975155279503,0.7875,0.8625,0.83125,0.78125
261,239,0.8077795031055901,0.03360088966204296,0.009961414337158202,0.004081258834518271,0.005996608734130859,0.003142061912863844,gini,10,3,6,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7763975155279503,0.7875,0.8625,0.83125,0.78125
663,245,0.8077717391304349,0.031747504851125104,0.003751993179321289,0.00029199535214810703,0.003608226776123047,0.00152583753261503,entropy,11,3,8,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.782608695652174,0.7875,0.8625,0.825,0.78125
287,245,0.8077717391304349,0.031747504851125104,0.004476070404052734,0.0009334649876566617,0.0027456283569335938,0.00040914225936137356,gini,11,3,7,"{'criterion': 'gini', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.782608695652174,0.7875,0.8625,0.825,0.78125
662,245,0.8077717391304349,0.031747504851125104,0.005574798583984375,0.0016129491457896417,0.0024456501007080076,0.00010905792255312959,entropy,11,3,7,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.782608695652174,0.7875,0.8625,0.825,0.78125
610,248,0.8077717391304347,0.02864269652585473,0.0036023616790771484,3.5706029994922046e-05,0.0036477088928222657,0.0015954737710012167,entropy,9,3,5,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.782608695652174,0.7875,0.85625,0.825,0.7875
611,248,0.8077717391304347,0.02864269652585473,0.005572462081909179,0.0016149347500801384,0.002338743209838867,3.308528359768636e-05,entropy,9,3,6,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.782608695652174,0.7875,0.85625,0.825,0.7875
263,248,0.8077717391304347,0.03049227876483178,0.007115221023559571,0.002270765654042119,0.004584598541259766,0.0013791072501337179,gini,10,3,8,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.782608695652174,0.7875,0.85625,0.83125,0.78125
214,248,0.8077717391304347,0.02253672700886737,0.009815835952758789,0.0032480453133715962,0.0060898780822753905,0.004223709282004519,gini,8,3,9,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 9}",0.782608695652174,0.7875,0.8375,0.83125,0.8
307,252,0.807748447204969,0.03427309726272331,0.003652143478393555,8.513304851331365e-05,0.002548408508300781,9.822201939215835e-05,gini,12,2,7,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 2, 'min_samples_split': 7}",0.8012422360248447,0.775,0.85625,0.8375,0.76875
708,252,0.807748447204969,0.03141886687931461,0.003847837448120117,0.00019872505360522802,0.002590513229370117,0.00022536963606193964,entropy,13,2,8,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 2, 'min_samples_split': 8}",0.8012422360248447,0.78125,0.85,0.8375,0.76875
733,252,0.807748447204969,0.03141886687931461,0.005600118637084961,0.000989442441535245,0.004123401641845703,0.001725561870137408,entropy,14,2,8,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 2, 'min_samples_split': 8}",0.8012422360248447,0.78125,0.85,0.8375,0.76875
709,255,0.8077484472049689,0.026568688262315353,0.004378461837768554,0.0013403124958617358,0.004812002182006836,0.0021517150830986102,entropy,13,2,9,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 2, 'min_samples_split': 9}",0.8012422360248447,0.79375,0.8375,0.8375,0.76875
734,255,0.8077484472049689,0.026568688262315353,0.004535293579101563,0.0014600738958928051,0.002604055404663086,0.0002201010489719608,entropy,14,2,9,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 2, 'min_samples_split': 9}",0.8012422360248447,0.79375,0.8375,0.8375,0.76875
283,257,0.8077406832298136,0.032446186302767833,0.0050599098205566405,0.0019717895318538442,0.0025720119476318358,0.00022566125937444718,gini,11,2,8,"{'criterion': 'gini', 'max_depth': 11, 'min_samples_leaf': 2, 'min_samples_split': 8}",0.8074534161490683,0.76875,0.85,0.8375,0.775
162,258,0.806552795031056,0.03188984534640673,0.004792499542236328,0.00043889433319305957,0.00310664176940918,0.00020211643925895838,gini,6,3,7,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.7577639751552795,0.8,0.85,0.83125,0.79375
163,258,0.806552795031056,0.03188984534640673,0.00484619140625,0.00040531390133363834,0.0031351089477539063,0.0003723347340301342,gini,6,3,8,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.7577639751552795,0.8,0.85,0.83125,0.79375
161,258,0.806552795031056,0.03188984534640673,0.004911279678344727,0.0004141839670895159,0.002852725982666016,0.00023569141862397016,gini,6,3,6,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7577639751552795,0.8,0.85,0.83125,0.79375
160,258,0.806552795031056,0.03188984534640673,0.0050065040588378905,0.0004675176514530392,0.0031023025512695312,0.00042215662307746243,gini,6,3,5,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7577639751552795,0.8,0.85,0.83125,0.79375
508,262,0.8065372670807454,0.03437891880857831,0.003581523895263672,5.4391424905903365e-05,0.004240512847900391,0.0015344057034285623,entropy,5,2,8,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 8}",0.7701863354037267,0.78125,0.86875,0.8125,0.8
505,262,0.8065372670807454,0.03437891880857831,0.003924798965454101,0.0006194752527452157,0.003553009033203125,0.0011838053692406164,entropy,5,2,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7701863354037267,0.78125,0.86875,0.8125,0.8
514,262,0.8065372670807454,0.033457585962630654,0.0039484500885009766,0.0004830533398301383,0.003269672393798828,0.0010282730793050707,entropy,5,3,9,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 9}",0.7701863354037267,0.7875,0.86875,0.80625,0.8
513,262,0.8065372670807454,0.033457585962630654,0.004170846939086914,0.0006030901972825123,0.002495145797729492,0.00010306751068658022,entropy,5,3,8,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.7701863354037267,0.7875,0.86875,0.80625,0.8
510,262,0.8065372670807454,0.033457585962630654,0.004175806045532226,0.0009965569842151467,0.0027074337005615233,0.0005082754514504473,entropy,5,3,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7701863354037267,0.7875,0.86875,0.80625,0.8
506,262,0.8065372670807454,0.03437891880857831,0.004260635375976563,0.0010119887114555016,0.0028861045837402345,0.0009727727592296201,entropy,5,2,6,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 6}",0.7701863354037267,0.78125,0.86875,0.8125,0.8
509,262,0.8065372670807454,0.03437891880857831,0.004337787628173828,0.0011371750172540788,0.0030930042266845703,0.0013911311601932056,entropy,5,2,9,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 9}",0.7701863354037267,0.78125,0.86875,0.8125,0.8
511,262,0.8065372670807454,0.033457585962630654,0.0043872356414794925,0.0010139414315888285,0.0026960849761962892,0.00038083791266354264,entropy,5,3,6,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7701863354037267,0.7875,0.86875,0.80625,0.8
512,262,0.8065372670807454,0.033457585962630654,0.00438985824584961,0.0011072640116939446,0.002979087829589844,0.0006311028400284713,entropy,5,3,7,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3, 'min_samples_split': 7}",0.7701863354037267,0.7875,0.86875,0.80625,0.8
507,262,0.8065372670807454,0.03437891880857831,0.004609918594360352,0.0012655442210643814,0.0024341583251953126,9.055671204108077e-05,entropy,5,2,7,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 7}",0.7701863354037267,0.78125,0.86875,0.8125,0.8
660,272,0.8065295031055901,0.03281148493812432,0.0036058902740478517,6.407729854428444e-05,0.0037193775177001955,0.0016116283145137388,entropy,11,3,5,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7763975155279503,0.7875,0.8625,0.825,0.78125
285,272,0.8065295031055901,0.03281148493812432,0.003892660140991211,0.000376356093409223,0.0026819705963134766,0.00026129175233539535,gini,11,3,5,"{'criterion': 'gini', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 5}",0.7763975155279503,0.7875,0.8625,0.825,0.78125
286,272,0.8065295031055901,0.03281148493812432,0.004638147354125976,0.0008856905048673558,0.002834796905517578,0.0005907597307859573,gini,11,3,6,"{'criterion': 'gini', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7763975155279503,0.7875,0.8625,0.825,0.78125
661,272,0.8065295031055901,0.03281148493812432,0.004815435409545899,0.0015940391519332646,0.0024680614471435545,0.00010731107683233417,entropy,11,3,6,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.7763975155279503,0.7875,0.8625,0.825,0.78125
218,276,0.80652950310559,0.024012362312874583,0.0037303447723388674,5.25883292375362e-05,0.0025131702423095703,8.589358144788394e-05,gini,8,4,8,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 8}",0.7763975155279503,0.7875,0.8375,0.83125,0.8
217,276,0.80652950310559,0.024012362312874583,0.003778409957885742,0.00017552461937421192,0.002527952194213867,7.535339796413431e-05,gini,8,4,7,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 7}",0.7763975155279503,0.7875,0.8375,0.83125,0.8
216,276,0.80652950310559,0.024012362312874583,0.0038260936737060545,0.00010694835617553281,0.0025698661804199217,0.00012446631817575646,gini,8,4,6,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 6}",0.7763975155279503,0.7875,0.8375,0.83125,0.8
594,276,0.80652950310559,0.02161523869506788,0.003975868225097656,0.0006654158751670227,0.002672576904296875,0.0005928724772815626,entropy,8,4,9,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 9}",0.7763975155279503,0.79375,0.83125,0.83125,0.8
