Id,rank_test_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
1248,421,0.7965372670807452,0.052083158506965835,0.0058838844299316405,0.0008851584487400491,0.002742433547973633,5.973945630883214e-05,entropy,9,5,9,best,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 5, 'min_samples_split': 9, 'splitter': 'best'}",0.7701863354037267,0.7625,0.9,0.76875,0.78125
1050,421,0.7965372670807452,0.042132593084947025,0.005952358245849609,0.0011133886452660174,0.004113388061523437,0.001686533678591772,entropy,6,1,5,best,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",0.7701863354037267,0.76875,0.875,0.80625,0.7625
1492,421,0.7965372670807452,0.046200978345287504,0.00614633560180664,0.0008804668889877807,0.004120922088623047,0.000782368241983376,entropy,14,5,6,best,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 6, 'splitter': 'best'}",0.7701863354037267,0.7625,0.8875,0.775,0.7875
1052,421,0.7965372670807452,0.042132593084947025,0.0065650463104248045,0.001686605184095912,0.0032387256622314455,0.0007076661594838575,entropy,6,1,6,best,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 6, 'splitter': 'best'}",0.7701863354037267,0.76875,0.875,0.80625,0.7625
1242,421,0.7965372670807452,0.052083158506965835,0.006722354888916015,0.0014238167638208495,0.003489255905151367,0.0009433000153672003,entropy,9,5,6,best,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 5, 'min_samples_split': 6, 'splitter': 'best'}",0.7701863354037267,0.7625,0.9,0.76875,0.78125
1344,421,0.7965372670807452,0.046200978345287504,0.006791400909423828,0.0030852876984296088,0.002567148208618164,0.00010349811757206853,entropy,11,5,7,best,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'best'}",0.7701863354037267,0.7625,0.8875,0.775,0.7875
1494,421,0.7965372670807452,0.046200978345287504,0.0070895195007324215,0.0007006017731607789,0.0029006004333496094,0.00024389164865413855,entropy,14,5,7,best,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'best'}",0.7701863354037267,0.7625,0.8875,0.775,0.7875
1348,421,0.7965372670807452,0.046200978345287504,0.007272148132324218,0.0021283435868752632,0.0051762104034423825,0.004788426125833133,entropy,11,5,9,best,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 5, 'min_samples_split': 9, 'splitter': 'best'}",0.7701863354037267,0.7625,0.8875,0.775,0.7875
265,421,0.7965372670807452,0.03803985278706698,0.008693790435791016,0.0013676624352612354,0.0070250511169433595,0.004159489504867597,gini,5,2,7,random,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'random'}",0.7701863354037267,0.8,0.8625,0.8,0.75
179,432,0.7965295031055901,0.05197050707811651,0.004277181625366211,0.00013478242371650162,0.003807544708251953,0.0008182688469144649,gini,3,3,9,random,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'random'}",0.7763975155279503,0.75,0.8875,0.81875,0.75
630,432,0.7965295031055901,0.03465448897266503,0.006084346771240234,0.0011915774814273434,0.0035193443298339845,0.0009529881798592665,gini,12,4,5,best,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",0.7763975155279503,0.7625,0.8625,0.79375,0.7875
989,434,0.79652950310559,0.03303874401300025,0.0043146610260009766,0.00021331991247911235,0.0028848648071289062,9.563254223981756e-05,entropy,4,4,9,random,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 9, 'splitter': 'random'}",0.7763975155279503,0.7625,0.85625,0.80625,0.78125
543,434,0.79652950310559,0.03950074184058522,0.004899024963378906,0.0006383525199659887,0.0027876853942871093,0.00014208543969732477,gini,10,5,6,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 6, 'splitter': 'random'}",0.7763975155279503,0.76875,0.84375,0.84375,0.75
1058,434,0.79652950310559,0.042363706234895944,0.005307149887084961,0.00018949765442182153,0.0029498577117919923,7.722062357378729e-05,entropy,6,1,9,best,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 9, 'splitter': 'best'}",0.7763975155279503,0.7625,0.875,0.80625,0.7625
636,434,0.79652950310559,0.0298066033951633,0.005550670623779297,0.00028451244968693304,0.002933979034423828,0.0001848550128436869,gini,12,4,8,best,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 4, 'min_samples_split': 8, 'splitter': 'best'}",0.7763975155279503,0.7625,0.85,0.79375,0.8
699,438,0.7965217391304348,0.025030345477180176,0.00534663200378418,0.00043696652114921217,0.002799510955810547,0.00019587667201732373,gini,13,5,9,random,"{'criterion': 'gini', 'max_depth': 13, 'min_samples_leaf': 5, 'min_samples_split': 9, 'splitter': 'random'}",0.782608695652174,0.78125,0.8375,0.8125,0.76875
729,439,0.7965139751552796,0.04371823608419063,0.004769086837768555,0.0001265112874919058,0.0028677940368652343,8.993022387881231e-05,gini,14,3,9,random,"{'criterion': 'gini', 'max_depth': 14, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'random'}",0.7888198757763976,0.74375,0.85,0.84375,0.75625
1179,440,0.7965139751552794,0.042815408047956624,0.004477405548095703,8.141295946241276e-05,0.002825498580932617,0.000133506825776954,entropy,8,3,9,random,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'random'}",0.7888198757763976,0.7875,0.84375,0.8375,0.725
1493,440,0.7965139751552794,0.025409824208621114,0.005489969253540039,0.0009396402166540033,0.003997898101806641,0.0009211171466971148,entropy,14,5,6,random,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 6, 'splitter': 'random'}",0.7888198757763976,0.775,0.84375,0.8,0.775
1445,442,0.7965062111801242,0.060017551772582806,0.004806613922119141,0.00014260369894212853,0.0028870105743408203,0.00014483390021021095,entropy,13,5,7,random,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'random'}",0.7950310559006211,0.76875,0.8875,0.825,0.70625
605,442,0.7965062111801242,0.04481469090348233,0.004953718185424805,0.0003285806836530689,0.004622697830200195,0.0032341951482104912,gini,12,1,7,random,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",0.7950310559006211,0.75,0.875,0.80625,0.75625
683,444,0.7964829192546585,0.04874973724332432,0.004786396026611328,0.00018230492960354222,0.002880764007568359,8.287786469505361e-05,gini,13,4,6,random,"{'criterion': 'gini', 'max_depth': 13, 'min_samples_leaf': 4, 'min_samples_split': 6, 'splitter': 'random'}",0.8136645962732919,0.75,0.8625,0.825,0.73125
705,444,0.7964829192546585,0.0306437086739376,0.005797481536865235,0.0014020994639881274,0.002937030792236328,0.00026267830763354784,gini,14,1,7,random,"{'criterion': 'gini', 'max_depth': 14, 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",0.8136645962732919,0.8,0.825,0.80625,0.7375
1261,446,0.7953416149068322,0.057739853792867855,0.0048160552978515625,0.000291531429828954,0.0028499603271484376,0.0001240768952467218,entropy,10,2,5,random,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",0.7267080745341615,0.78125,0.86875,0.85625,0.74375
1473,447,0.7953260869565218,0.037086727151541085,0.004783201217651367,0.000165832926628061,0.0026663780212402345,4.028994646490423e-05,entropy,14,3,6,random,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 3, 'min_samples_split': 6, 'splitter': 'random'}",0.7391304347826086,0.80625,0.84375,0.81875,0.76875
1059,448,0.7953183229813665,0.04114337385888283,0.005273008346557617,0.00072049155125025,0.002935457229614258,0.00042694874936781717,entropy,6,1,9,random,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 9, 'splitter': 'random'}",0.7453416149068323,0.76875,0.8625,0.81875,0.78125
1255,449,0.7953183229813664,0.04649222744171118,0.004599094390869141,0.0001916503986925075,0.0028348922729492187,0.00015890927214770516,entropy,10,1,7,random,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",0.7453416149068323,0.78125,0.85625,0.84375,0.75
967,449,0.7953183229813664,0.041521406677662104,0.005122756958007813,0.0010639408146279282,0.004208087921142578,0.0012283222922941895,entropy,4,2,8,random,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 8, 'splitter': 'random'}",0.7453416149068323,0.79375,0.86875,0.8,0.76875
328,449,0.7953183229813664,0.04814329872881377,0.00539093017578125,0.0005127540268088881,0.0028637409210205077,0.00010223555474557456,gini,6,3,9,best,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'best'}",0.7453416149068323,0.78125,0.8875,0.78125,0.78125
324,449,0.7953183229813664,0.04564430098590406,0.008332252502441406,0.003218952973629517,0.0032964706420898437,0.00037443731894461527,gini,6,3,7,best,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'best'}",0.7453416149068323,0.7875,0.88125,0.775,0.7875
151,453,0.7953105590062112,0.044657703445501414,0.004175519943237305,6.425397957829971e-05,0.0029390811920166015,7.120451395047853e-05,gini,3,1,5,random,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",0.7515527950310559,0.7875,0.88125,0.78125,0.775
1127,454,0.7953027950310559,0.04625364984967671,0.004569244384765625,0.00032543147075563727,0.0027494430541992188,9.451521133085581e-05,entropy,7,3,8,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 8, 'splitter': 'random'}",0.7577639751552795,0.80625,0.8625,0.81875,0.73125
251,454,0.7953027950310559,0.04591459598446333,0.0052468299865722655,0.00046973599477063006,0.0037636756896972656,0.00048719701119041234,gini,5,1,5,random,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",0.7577639751552795,0.76875,0.875,0.81875,0.75625
378,456,0.7953027950310558,0.03931475708199779,0.0050639152526855465,0.000195668639017834,0.0029793262481689455,0.00026233006333396277,gini,7,3,9,best,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'best'}",0.7577639751552795,0.75,0.85625,0.81875,0.79375
628,456,0.7953027950310558,0.034214764713738646,0.005468225479125977,0.0002448656355076437,0.003251981735229492,0.00045934962180007563,gini,12,3,9,best,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'best'}",0.7577639751552795,0.78125,0.85625,0.80625,0.775
1466,458,0.7952950310559007,0.043695493528077264,0.005811738967895508,0.0004440798918672753,0.0028118133544921876,0.00014273884379289471,entropy,14,2,8,best,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 2, 'min_samples_split': 8, 'splitter': 'best'}",0.7639751552795031,0.775,0.88125,0.7875,0.76875
535,459,0.7952950310559006,0.036698721430892436,0.0046422481536865234,0.00025741863086618317,0.0031325817108154297,0.0003498430452656761,gini,10,4,7,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'random'}",0.7639751552795031,0.7875,0.83125,0.84375,0.75
749,459,0.7952950310559006,0.045103172334795286,0.0048462867736816405,0.00021497564321107526,0.002846527099609375,9.38261657210842e-05,gini,14,5,9,random,"{'criterion': 'gini', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 9, 'splitter': 'random'}",0.7639751552795031,0.74375,0.875,0.80625,0.7875
294,459,0.7952950310559006,0.04579078678797998,0.00515437126159668,0.00019923988895134088,0.0030592918395996095,0.00038868665454617666,gini,5,5,7,best,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'best'}",0.7639751552795031,0.7875,0.88125,0.79375,0.75
1345,459,0.7952950310559006,0.03917009260471878,0.005165672302246094,0.0017128690472202066,0.0025296688079833986,0.0004123230345481561,entropy,11,5,7,random,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'random'}",0.7639751552795031,0.79375,0.8625,0.80625,0.75
214,459,0.7952950310559006,0.05306172023843784,0.005294179916381836,0.0004973919139427314,0.003411102294921875,0.000498677120766153,gini,4,2,7,best,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'best'}",0.7639751552795031,0.7875,0.89375,0.79375,0.7375
1314,459,0.7952950310559006,0.04696989625986246,0.005440473556518555,0.00020727705946057843,0.002755403518676758,0.0003453893847287595,entropy,11,2,7,best,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'best'}",0.7639751552795031,0.7875,0.8875,0.7625,0.775
210,459,0.7952950310559006,0.05306172023843784,0.005459117889404297,0.00031431807015507035,0.00310516357421875,0.0002083183068233028,gini,4,2,5,best,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",0.7639751552795031,0.7875,0.89375,0.79375,0.7375
216,459,0.7952950310559006,0.05306172023843784,0.005698585510253906,0.0007189334984372735,0.0034441471099853514,0.0003017770636557202,gini,4,2,8,best,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 8, 'splitter': 'best'}",0.7639751552795031,0.7875,0.89375,0.79375,0.7375
218,459,0.7952950310559006,0.05306172023843784,0.005751514434814453,0.00034552574670994877,0.0033360958099365235,0.00032579008917967174,gini,4,2,9,best,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 9, 'splitter': 'best'}",0.7639751552795031,0.7875,0.89375,0.79375,0.7375
212,459,0.7952950310559006,0.05306172023843784,0.005899286270141602,0.0013371383265286612,0.003586006164550781,0.0007216291727011256,gini,4,2,6,best,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 6, 'splitter': 'best'}",0.7639751552795031,0.7875,0.89375,0.79375,0.7375
1464,459,0.7952950310559006,0.043336429879054894,0.005958461761474609,0.0003106154947283428,0.002765798568725586,0.0001809455089506918,entropy,14,2,7,best,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'best'}",0.7639751552795031,0.775,0.88125,0.775,0.78125
288,459,0.7952950310559006,0.048443742162040296,0.006125164031982422,0.0012510806370905397,0.002984476089477539,0.00021987903953671226,gini,5,4,9,best,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 9, 'splitter': 'best'}",0.7639751552795031,0.78125,0.8875,0.79375,0.75
1239,459,0.7952950310559006,0.037954527459345896,0.006249856948852539,0.0017242765884936473,0.0031513214111328126,0.0006188909429992425,entropy,9,4,9,random,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 4, 'min_samples_split': 9, 'splitter': 'random'}",0.7639751552795031,0.8,0.85,0.81875,0.74375
478,459,0.7952950310559006,0.03795452745934592,0.006979513168334961,0.0014513159552648923,0.003499126434326172,0.0014951954872510617,gini,9,3,9,best,"{'criterion': 'gini', 'max_depth': 9, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'best'}",0.7639751552795031,0.76875,0.8625,0.8125,0.76875
442,459,0.7952950310559006,0.047135932733555215,0.007951068878173827,0.004693212813782466,0.0033515453338623046,0.0004941689782324047,gini,8,5,6,best,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 5, 'min_samples_split': 6, 'splitter': 'best'}",0.7639751552795031,0.7875,0.88125,0.8,0.74375
1389,474,0.7952872670807454,0.05265689477897069,0.0044933795928955075,0.00011023023041132608,0.0026135921478271486,0.00015723197536932095,entropy,12,4,9,random,"{'criterion': 'entropy', 'max_depth': 12, 'min_samples_leaf': 4, 'min_samples_split': 9, 'splitter': 'random'}",0.7701863354037267,0.78125,0.86875,0.8375,0.71875
349,474,0.7952872670807454,0.03222380436515201,0.004522371292114258,0.00026134993551530744,0.0030228137969970704,0.0001421631111008325,gini,6,5,9,random,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 5, 'min_samples_split': 9, 'splitter': 'random'}",0.7701863354037267,0.78125,0.85,0.8125,0.7625
547,474,0.7952872670807454,0.046343808300177376,0.004943370819091797,0.000257225737768058,0.0036849021911621095,0.0017777878695223795,gini,10,5,8,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 8, 'splitter': 'random'}",0.7701863354037267,0.75625,0.88125,0.80625,0.7625
425,474,0.7952872670807454,0.028077990807099964,0.005173254013061524,0.0009018658227103829,0.003696584701538086,0.0011640651956506913,gini,8,3,7,random,"{'criterion': 'gini', 'max_depth': 8, 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'random'}",0.7701863354037267,0.7875,0.825,0.83125,0.7625
1225,474,0.7952872670807454,0.0415436345035384,0.005178070068359375,0.0005571030695187537,0.002706003189086914,0.00011246580168571704,entropy,9,3,7,random,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'random'}",0.7701863354037267,0.7875,0.85625,0.825,0.7375
637,474,0.7952872670807454,0.03922210560084186,0.005277061462402343,0.0008353454658989893,0.003247499465942383,0.0007316278335675247,gini,12,4,8,random,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 4, 'min_samples_split': 8, 'splitter': 'random'}",0.7701863354037267,0.78125,0.8625,0.8125,0.75
1141,474,0.7952872670807454,0.034108262455944456,0.005403280258178711,0.001214026121856539,0.0028594970703125,0.00014551790426148252,entropy,7,5,5,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'random'}",0.7701863354037267,0.7875,0.8375,0.83125,0.75
1054,474,0.7952872670807454,0.04302178015567918,0.005426836013793945,0.00033597979327663804,0.0028428077697753907,0.00011515499888387506,entropy,6,1,7,best,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'best'}",0.7701863354037267,0.7625,0.875,0.80625,0.7625
1496,474,0.7952872670807454,0.043742125780117144,0.007565164566040039,0.0013627024459062903,0.0029805183410644533,0.00020621629886183497,entropy,14,5,8,best,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 8, 'splitter': 'best'}",0.7701863354037267,0.7625,0.88125,0.775,0.7875
1295,474,0.7952872670807454,0.04514835066493114,0.015153312683105468,0.0066374658066862624,0.005117940902709961,0.005177807612893233,entropy,10,5,7,random,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'random'}",0.7701863354037267,0.7875,0.88125,0.7875,0.75
1498,484,0.7952872670807453,0.04651207980475167,0.00646824836730957,0.0008481802042099747,0.002889871597290039,0.0001474109510018573,entropy,14,5,9,best,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 9, 'splitter': 'best'}",0.7701863354037267,0.7625,0.8875,0.775,0.78125
1440,484,0.7952872670807453,0.04651207980475167,0.00741267204284668,0.00022074465400819126,0.003744029998779297,0.001269930697677955,entropy,13,5,5,best,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'best'}",0.7701863354037267,0.7625,0.8875,0.775,0.78125
1396,484,0.7952872670807453,0.04651207980475167,0.01604452133178711,0.0026613100449738927,0.006564092636108398,0.004924209011590144,entropy,12,5,8,best,"{'criterion': 'entropy', 'max_depth': 12, 'min_samples_leaf': 5, 'min_samples_split': 8, 'splitter': 'best'}",0.7701863354037267,0.7625,0.8875,0.775,0.78125
1101,487,0.7952795031055901,0.03506789648268819,0.004706668853759766,0.0006212065032366921,0.0027636051177978515,8.148414585596432e-05,entropy,7,1,5,random,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",0.7763975155279503,0.78125,0.85,0.81875,0.75
517,488,0.79527950310559,0.0473854657434169,0.004949331283569336,0.00013080704486390215,0.0029418468475341797,0.0002639089273189873,gini,10,2,8,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 8, 'splitter': 'random'}",0.7763975155279503,0.75625,0.86875,0.83125,0.74375
357,488,0.79527950310559,0.027301691590825215,0.005038118362426758,0.0003711847763529022,0.002943897247314453,0.0002958575948277962,gini,7,1,8,random,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 1, 'min_samples_split': 8, 'splitter': 'random'}",0.7763975155279503,0.79375,0.81875,0.83125,0.75625
627,490,0.7952717391304349,0.040493178963043656,0.004921436309814453,0.0003883453857065595,0.0028574466705322266,0.00012357711276810804,gini,12,3,8,random,"{'criterion': 'gini', 'max_depth': 12, 'min_samples_leaf': 3, 'min_samples_split': 8, 'splitter': 'random'}",0.782608695652174,0.7875,0.85,0.825,0.73125
518,490,0.7952717391304349,0.03556258627452569,0.005698728561401367,0.0004899104745002485,0.003276491165161133,0.0008941942331646953,gini,10,2,9,best,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 9, 'splitter': 'best'}",0.782608695652174,0.7875,0.8625,0.7875,0.75625
1265,492,0.7952717391304348,0.036215639474308337,0.004567098617553711,0.00014170517308885813,0.0028168678283691405,0.00011820969151351922,entropy,10,2,7,random,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'random'}",0.782608695652174,0.78125,0.85,0.81875,0.74375
735,492,0.7952717391304348,0.04936165052480598,0.00522007942199707,0.0008298036298081423,0.003659963607788086,0.0010585314078642685,gini,14,4,7,random,"{'criterion': 'gini', 'max_depth': 14, 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'random'}",0.782608695652174,0.74375,0.85625,0.85,0.74375
211,492,0.7952717391304348,0.03871785818628249,0.005716514587402344,0.000879195701372608,0.0032709121704101564,0.00027450026335437125,gini,4,2,5,random,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",0.782608695652174,0.775,0.86875,0.79375,0.75625
1116,492,0.7952717391304348,0.053610377190736865,0.006634998321533203,0.0011361319641001366,0.0032047748565673826,0.000828767527555846,entropy,7,2,8,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2, 'min_samples_split': 8, 'splitter': 'best'}",0.782608695652174,0.71875,0.88125,0.81875,0.775
377,496,0.7952717391304347,0.04488538228124029,0.004591464996337891,0.00031332149285882686,0.0031266212463378906,0.0002768354496564736,gini,7,3,8,random,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_leaf': 3, 'min_samples_split': 8, 'splitter': 'random'}",0.782608695652174,0.78125,0.875,0.8,0.7375
679,496,0.7952717391304347,0.027934253928341844,0.004652643203735351,0.00019581018170615377,0.003277492523193359,0.00023199519010815665,gini,13,3,9,random,"{'criterion': 'gini', 'max_depth': 13, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'random'}",0.782608695652174,0.78125,0.84375,0.80625,0.7625
1429,498,0.7952639751552796,0.05171502783718893,0.004589176177978516,0.00014301765367676712,0.0029993534088134767,0.00010070134722473898,entropy,13,3,9,random,"{'criterion': 'entropy', 'max_depth': 13, 'min_samples_leaf': 3, 'min_samples_split': 9, 'splitter': 'random'}",0.7888198757763976,0.76875,0.88125,0.8125,0.725
659,499,0.7952639751552795,0.02276387717857457,0.005070781707763672,0.00028344295687207774,0.002933979034423828,0.00010830881352721252,gini,13,1,9,random,"{'criterion': 'gini', 'max_depth': 13, 'min_samples_leaf': 1, 'min_samples_split': 9, 'splitter': 'random'}",0.7888198757763976,0.80625,0.83125,0.7875,0.7625
221,500,0.7952562111801242,0.029941560559279008,0.008783626556396484,0.0034255702848883943,0.003483867645263672,0.0003724144790006379,gini,4,3,5,random,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'random'}",0.7950310559006211,0.7875,0.84375,0.8,0.75
255,501,0.7952251552795031,0.03667795871331923,0.006326818466186523,0.0013929168507010785,0.0030906200408935547,0.00023171391325973174,gini,5,1,7,random,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",0.8198757763975155,0.7625,0.85,0.79375,0.75
999,502,0.7940760869565218,0.04535956953283573,0.005569934844970703,0.0009750820767376587,0.003791618347167969,0.0011017549646988442,entropy,4,5,9,random,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 9, 'splitter': 'random'}",0.7391304347826086,0.7875,0.875,0.8,0.76875
1130,502,0.7940760869565218,0.05400801374059371,0.00631561279296875,0.002004082875234395,0.0031175136566162108,0.0007208281316301714,entropy,7,4,5,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",0.7391304347826086,0.75,0.88125,0.83125,0.76875
1323,502,0.7940760869565218,0.05371792576230173,0.015484046936035157,0.008350666115255177,0.003536844253540039,0.0020759391229579548,entropy,11,3,6,random,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_leaf': 3, 'min_samples_split': 6, 'splitter': 'random'}",0.7391304347826086,0.7375,0.86875,0.84375,0.78125
1134,505,0.7940683229813665,0.05077349721995934,0.005255699157714844,0.0001490810613916209,0.0028512954711914064,0.00011982030680100184,entropy,7,4,7,best,"{'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'best'}",0.7453416149068323,0.75,0.875,0.83125,0.76875
1461,506,0.7940683229813664,0.040309093514307906,0.00752105712890625,0.0021682440771132933,0.004085350036621094,0.001128349948789243,entropy,14,2,5,random,"{'criterion': 'entropy', 'max_depth': 14, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",0.7453416149068323,0.775,0.8625,0.8125,0.775
501,507,0.7940605590062113,0.03119634392908693,0.008181142807006835,0.004224315663844128,0.002677249908447266,6.441175213726242e-05,gini,10,1,5,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",0.7515527950310559,0.8125,0.8125,0.83125,0.7625
322,508,0.7940605590062112,0.04511886384365055,0.006491279602050782,0.0015807822919496626,0.0033483982086181642,0.0009010921540824594,gini,6,3,6,best,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_leaf': 3, 'min_samples_split': 6, 'splitter': 'best'}",0.7515527950310559,0.7875,0.88125,0.775,0.775
